status,p_value,morans_test_statistic,morans_I,gene_short_name,q_value
OK,0,42.07896033121396,0.2041042203653051,S100A11,0
OK,0,42.07385237626814,0.20410000552674915,ANO3,0
OK,0,42.05966590511875,0.20403776945772165,RPL13,0
OK,0,41.92128819920241,0.20328931248137974,BCAM,0
OK,0,41.90801857126742,0.2032327369063394,TSPAN18,0
OK,0,41.7985435977851,0.2027694582019919,PDE3A,0
OK,0,41.95926209854029,0.20219142979581695,NPNT,0
OK,0,41.6319779333597,0.20196281539020378,UNC5C,0
OK,0,41.639063126968594,0.20191396920051383,MYLK,0
OK,0,41.83183770512835,0.20189632970331475,SLC11A1,0
OK,0,41.62501452836702,0.2018865146652041,KALRN,0
OK,0,41.60568563614379,0.20183632987395633,PDE1C,0
OK,0,41.59704358301367,0.20168728671062974,CELF2,0
OK,0,41.57310747688669,0.20163203608408176,TAGLN,0
OK,0,41.48557211687318,0.2011750117816323,LINC01482,0
OK,0,41.466835936437995,0.20114923848478541,RCL1,0
OK,0,41.450460855571045,0.20101062538529219,ANXA1,0
OK,0,41.3829550911864,0.2007264290181216,AKR1C2,0
OK,0,41.35199023320744,0.2006032966338519,SELENOW,0
OK,0,41.34230509676033,0.20054423958798734,ISM1,0
OK,0,41.33642369140328,0.20049112578939748,ST6GAL1,0
OK,0,41.29253749001649,0.200313786630056,MAP2,0
OK,0,41.09304924067123,0.19934566776053603,PPM1L,0
OK,0,40.91483822329227,0.1984729018458978,ANKRD28,0
OK,0,40.83158717319952,0.19807253815934975,PTMS,0
OK,0,40.781217023983125,0.1977348318399787,PTGIS,0
OK,0,40.64865857150549,0.19717034045585372,DIXDC1,0
OK,0,40.59416038468713,0.19692204773638658,UBC,0
OK,0,40.8914313695979,0.19659078059440216,KCNK13,0
OK,0,40.51704384374798,0.19653308376116543,IL6R,0
OK,0,40.49645195195882,0.19641501671597197,ADIRF,0
OK,0,40.403265189464804,0.1959421561056687,HOMER2,0
OK,0,40.38587597984807,0.19591103105544444,APOLD1,0
OK,0,40.3739472229694,0.19584885607514707,SMIM3,0
OK,0,40.338670134806165,0.19558224741830274,FAM43A,0
OK,0,40.5032616221547,0.19543825478339846,PIK3R5,0
OK,0,40.3102072148113,0.19543138322660042,LUCAT1,0
OK,0,40.278535789054615,0.19538276694778267,CERS6,0
OK,0,40.21141098496247,0.19504681588246678,RPL19,0
OK,0,40.539358344526484,0.1947537175650894,C1QC,0
